sampleid	Candida_glabrata	Candida_tropicalis	Debaryomyces_hansenii	Schizophyllum_commune	Saccharomyces_cerevisiae	Fusarium_oxysporum	Pyrenophora_tritici-repentis	Malassezia_globosa	Candida_albicans	Torulaspora_delbrueckii	Stereum_hirsutum	Coniosporium_apollinis	Trichosporon_asahii	Agaricus_bisporus	Candida_orthopsilosis	Malassezia_sympodialis	Cyphellophora_europaea	Wallemia_ichthyophaga	Pseudozyma_hubeiensis	Bipolaris_zeicola	Aureobasidium_namibiae	Aureobasidium_pullulans	Penicillium_expansum	Rhodotorula_graminis	Pneumocystis_jirovecii	Alternaria_alternata	Wickerhamomyces_anomalus	Hyphopichia_burtonii	Cyberlindnera_jadinii	Tilletiopsis_washingtonensis	Malassezia_restricta	Byssochlamys_spectabilis	Sporisorium_graminicola	Ramularia_collo-cygni
13722.58cfa830e4b0c9d6adf6c1c9	0	0	0	0	1	3	0	18654	1	0	0	0	42	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	148
13722.58cfa830e4b0c9d6adf6c263	0	0	0	0	0	0	0	4299	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	144
13722.58cfa830e4b0c9d6adf6c1db	0	0	0	0	0	0	0	17672	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa82ee4b0c9d6adf6affc	0	0	0	0	35	0	0	11699	1	0	0	0	211609	80	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	98	20	0	0	578902
13722.58cfa830e4b0c9d6adf6c2b4	0	0	0	0	2	0	0	22697	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	80
13722.58cfa830e4b0c9d6adf6c2e0	0	0	0	0	1	0	0	18280	1	0	0	0	38	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	106
13722.58cfa830e4b0c9d6adf6c30a	0	0	0	0	0	0	0	5459	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	8	0	0	1
13722.58cfa830e4b0c9d6adf6c242	0	0	0	0	0	0	0	16336	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7
13722.58cfa830e4b0c9d6adf6c308	0	0	0	0	2	0	0	15048	1	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
13722.58cfa831e4b0c9d6adf6c375	0	0	0	0	0	0	0	4792	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
13722.58cfa831e4b0c9d6adf6c356	0	0	0	0	0	0	0	4792	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
13722.58cfa830e4b0c9d6adf6c174	0	1	0	0	2	0	0	19075	0	0	0	0	1294	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	2730
13722.58cfa831e4b0c9d6adf6c3d2	0	0	0	0	0	0	0	4899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c3c2	0	0	0	0	0	0	0	15007	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10
13722.58cfa831e4b0c9d6adf6c3ce	0	0	0	0	0	0	0	20551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	2
13722.58cfa831e4b0c9d6adf6c39c	0	0	0	0	5	0	0	11418	0	0	1	0	65	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	181
13722.58cfa831e4b0c9d6adf6c458	0	0	0	0	0	0	0	5246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c47e	0	0	0	0	2	0	0	9886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c4a2	0	0	0	0	0	0	0	4772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
13722.58cfa831e4b0c9d6adf6c4e7	0	0	0	0	0	0	0	10653	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	57
13722.58cfa831e4b0c9d6adf6c55a	0	0	0	0	0	0	0	4221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c522	0	0	0	0	0	0	0	11994	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
13722.58cfa831e4b0c9d6adf6c5b9	0	0	0	0	0	0	0	6988	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
13722.58cfa831e4b0c9d6adf6c5d8	0	0	0	0	0	0	0	15789	0	0	2	1	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	37
13722.58cfa831e4b0c9d6adf6c5a4	0	0	0	0	2	0	0	16933	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	30
13722.58cfa831e4b0c9d6adf6c60c	0	0	0	0	3	0	0	13591	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	37
13722.58cfa831e4b0c9d6adf6c5fc	0	9	0	0	0	1	0	27348	3161	0	0	0	6	4	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	26
13722.58cfa831e4b0c9d6adf6c60e	0	0	0	0	0	0	0	17439	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	19
13722.58cfa831e4b0c9d6adf6c661	0	0	0	0	0	0	0	14332	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	11
13722.58cfa831e4b0c9d6adf6c5de	0	0	0	0	0	0	0	19349	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
13722.58cfa831e4b0c9d6adf6c62e	0	0	0	0	0	0	0	18606	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	49
13722.58cfa831e4b0c9d6adf6c67d	0	0	0	0	0	0	0	5547	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
13722.58cfa831e4b0c9d6adf6c66d	0	0	0	0	0	0	0	17379	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
13722.58cfa831e4b0c9d6adf6c698	0	0	0	0	0	0	0	15794	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
13722.58cfa831e4b0c9d6adf6c718	0	2	0	0	0	0	0	7217	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6c69a	0	0	0	0	0	0	0	19128	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	63
13722.58cfa831e4b0c9d6adf6c71e	0	0	0	0	0	0	0	5149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
13722.58cfa831e4b0c9d6adf6c686	0	0	0	0	0	0	0	7137	0	0	0	2	51	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	35	0	0	151
13722.58cfa831e4b0c9d6adf6c6c2	0	0	0	0	4	0	0	14037	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9
13722.58cfa831e4b0c9d6adf6c75a	0	0	0	0	0	0	0	19761	0	0	0	0	146	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	381
13722.58cfa831e4b0c9d6adf6c75e	0	0	0	0	0	0	0	25603	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	1	0	0	258
13722.58cfa831e4b0c9d6adf6c774	0	0	0	0	0	0	0	15698	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	178
13722.58cfa831e4b0c9d6adf6c778	0	0	0	0	0	0	0	25549	1	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220
13722.58cfa831e4b0c9d6adf6c7eb	0	0	0	0	0	0	0	21177	0	0	1	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	48
13722.58cfa831e4b0c9d6adf6c7b8	0	0	0	0	4	0	0	27867	0	0	0	0	154	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422
13722.58cfa831e4b0c9d6adf6c89c	0	0	0	0	0	0	0	24939	0	0	0	1	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	519
13722.58cfa831e4b0c9d6adf6c8be	0	0	0	0	9	0	0	29401	1	0	0	0	37	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	106
13722.58cfa831e4b0c9d6adf6c7e5	0	0	0	0	2	0	0	11678	0	0	2	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	173
13722.58cfa831e4b0c9d6adf6c8fa	0	0	0	0	2	0	0	18839	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
13722.58cfa831e4b0c9d6adf6c972	0	0	0	0	0	0	0	2798	0	0	0	0	4	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
13722.58cfa831e4b0c9d6adf6c967	0	0	0	0	4	0	0	17311	0	0	0	0	124	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	3	0	0	304
13722.58cfa831e4b0c9d6adf6c988	0	0	0	0	0	0	0	14710	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1144
13722.58cfa831e4b0c9d6adf6c996	0	0	0	0	0	1	0	17760	1	0	1	0	55	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	75	1	1	149
13722.58cfa831e4b0c9d6adf6c998	0	0	0	0	2	0	0	22520	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6c973	0	0	0	0	0	0	0	16528	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6c9a8	0	0	0	0	0	0	0	10061	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
13722.58cfa831e4b0c9d6adf6c95e	0	0	0	0	6	0	0	14368	0	0	0	0	7906	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0	24784
13722.58cfa831e4b0c9d6adf6c956	0	0	0	0	8	0	0	23566	0	0	0	0	7956	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	10	23	0	0	22461
13722.58cfa831e4b0c9d6adf6c9a0	0	0	0	0	0	0	0	18756	0	0	0	0	70	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	0	1	200
13722.58cfa831e4b0c9d6adf6c9b4	0	0	0	0	1	0	0	18464	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	12
13722.58cfa831e4b0c9d6adf6ca18	0	0	0	0	0	0	0	17467	0	0	0	0	414	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1369
13722.58cfa831e4b0c9d6adf6ca2d	0	0	0	0	1	0	0	17924	0	0	0	1	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473
13722.58cfa831e4b0c9d6adf6c9c6	0	0	0	0	0	0	0	19183	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	147
13722.58cfa831e4b0c9d6adf6ca26	0	0	0	0	0	0	0	22052	0	0	1	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	2971
13722.58cfa831e4b0c9d6adf6ca43	0	0	0	0	0	1	0	21869	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	1263
13722.58cfa831e4b0c9d6adf6ca6a	0	0	0	0	2	0	0	19159	1	0	0	0	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	45
13722.58cfa831e4b0c9d6adf6ca88	0	0	0	0	0	0	0	19951	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6ca74	0	0	0	0	0	0	0	15642	0	0	0	0	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
13722.58cfa831e4b0c9d6adf6ca97	0	0	0	0	0	0	0	15747	0	0	0	1	48	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	117
13722.58cfa831e4b0c9d6adf6cae2	0	0	0	0	0	0	0	4621	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
13722.58cfa831e4b0c9d6adf6cad8	0	0	0	0	0	0	0	5019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6cab4	0	0	0	0	2	1	0	25635	0	0	0	0	33	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	113
13722.58cfa831e4b0c9d6adf6cad2	0	0	0	0	0	1	0	29121	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20
13722.58cfa831e4b0c9d6adf6cb02	0	0	0	0	0	0	0	18995	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	203
13722.58cfa831e4b0c9d6adf6cb40	0	0	0	0	0	0	0	12268	0	0	0	1	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780
13722.58cfa831e4b0c9d6adf6cb4e	0	0	0	0	0	0	0	15492	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379
13722.58cfa831e4b0c9d6adf6cb8e	0	0	0	0	0	0	0	26261	0	0	0	1	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	415
13722.58cfa831e4b0c9d6adf6cb59	0	0	0	0	2	0	0	22656	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	238
13722.58cfa831e4b0c9d6adf6cb6c	0	0	0	0	0	0	0	22866	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1279
13722.58cfa831e4b0c9d6adf6cb68	0	0	0	0	2	0	0	17147	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1380
13722.58cfa831e4b0c9d6adf6cc16	0	0	0	0	0	0	0	13379	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6cbd0	0	0	0	0	0	0	0	20803	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	20
13722.58cfa831e4b0c9d6adf6ccc4	0	0	0	0	0	0	0	24443	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
13722.58cfa831e4b0c9d6adf6cc8b	0	0	0	0	1	0	0	24427	0	0	0	0	80	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263
13722.58cfa831e4b0c9d6adf6ccc6	0	0	0	0	0	0	0	22078	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1489
13722.58cfa831e4b0c9d6adf6c7a7	0	0	0	1	0	1	0	25304	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	38
13722.58cfa831e4b0c9d6adf6cd0c	0	0	0	0	0	0	0	16453	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
13722.58cfa831e4b0c9d6adf6cd0d	0	0	0	0	0	0	0	15070	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	209
13722.58cfa831e4b0c9d6adf6cd54	0	0	0	0	2	0	0	25958	1	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	46
13722.58cfa831e4b0c9d6adf6cd39	0	0	0	0	0	0	0	18329	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	44
13722.58cfa831e4b0c9d6adf6cd1c	0	0	0	0	1	0	0	13983	0	0	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	2	0	0	2304
13722.58cfa831e4b0c9d6adf6cdda	0	0	0	0	0	0	0	3589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6cddc	0	0	0	0	0	0	0	36314	1	0	0	0	93	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	269
13722.58cfa831e4b0c9d6adf6cda6	0	0	0	0	3	0	0	17637	1	0	1	0	2119	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	9	8	0	0	6154
13722.58cfa831e4b0c9d6adf6cd29	0	0	0	0	0	0	0	26998	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	764
13722.58cfa831e4b0c9d6adf6cde6	0	0	0	0	0	1	0	19371	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	92
13722.58cfa832e4b0c9d6adf6ce1e	0	0	0	0	0	0	0	4552	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa832e4b0c9d6adf6ce36	0	0	0	0	0	1	1	22934	0	0	0	1	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	388
13722.58cfa832e4b0c9d6adf6ceba	0	0	0	0	0	0	0	25893	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
13722.58cfa832e4b0c9d6adf6ce42	0	0	0	0	0	0	0	23829	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	16
13722.58cfa832e4b0c9d6adf6cf02	0	0	0	0	0	0	0	15932	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	750
13722.58cfa832e4b0c9d6adf6cf30	0	0	0	0	4	0	0	20406	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	20
13722.58cfa832e4b0c9d6adf6cf38	0	0	0	0	4	0	0	25751	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
13722.58cfa832e4b0c9d6adf6cf44	0	0	0	0	0	0	0	13843	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3
13722.58cfa832e4b0c9d6adf6cf97	0	0	0	0	0	0	0	18183	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
13722.58cfa832e4b0c9d6adf6cf72	0	0	0	0	0	0	0	13582	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
13722.58cfa832e4b0c9d6adf6cfec	0	0	0	0	0	0	0	16909	1	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	41
13722.58cfa832e4b0c9d6adf6cf50	0	0	0	0	2	0	0	19683	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5
13722.58cfa832e4b0c9d6adf6cff5	0	0	0	0	0	0	0	4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
13722.58cfa832e4b0c9d6adf6cff8	0	0	0	0	2	0	0	26131	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6
13722.58cfa832e4b0c9d6adf6d009	0	0	0	0	0	0	0	6676	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
13722.58cfa832e4b0c9d6adf6d004	0	0	0	0	2	0	0	12594	0	0	0	0	28	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	52
13722.58cfa832e4b0c9d6adf6d01a	0	0	0	0	0	0	0	19194	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
13722.58cfa832e4b0c9d6adf6d010	0	0	0	0	0	0	0	6909	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
13722.58cfa832e4b0c9d6adf6d031	0	0	0	0	0	0	0	5541	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa832e4b0c9d6adf6d086	0	0	0	0	2	0	0	16729	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
13722.58cfa832e4b0c9d6adf6d0ea	0	0	0	0	2	0	0	21990	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4
13722.58cfa832e4b0c9d6adf6d0e0	0	0	0	0	0	0	0	25794	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	52
13722.58cfa832e4b0c9d6adf6d155	0	0	0	0	0	0	0	5575	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	22
13722.58cfa832e4b0c9d6adf6d184	0	0	0	0	0	0	0	3116	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11
13722.58cfa832e4b0c9d6adf6d1cf	0	0	0	0	2	0	0	21784	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	6
13722.58cfa832e4b0c9d6adf6d2c1	0	0	0	0	2	0	0	15769	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5
13722.58cfa832e4b0c9d6adf6d298	0	0	0	0	0	0	0	12144	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7
13722.58cfa832e4b0c9d6adf6cf25	0	0	0	0	4	0	0	16237	0	0	0	0	93355	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	262688
13722.58cfa831e4b0c9d6adf6ca96	0	0	0	0	1	0	0	22818	0	0	0	0	82	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	9	0	0	206
13722.58cfa82ee4b0c9d6adf6b00e	0	0	0	0	49	2	0	18152	0	0	0	0	23079	184	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	55	1	2	61914
13722.58cfa82fe4b0c9d6adf6b5cc	0	0	0	0	0	0	0	4719	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	2
13722.58cfa82fe4b0c9d6adf6b5fa	0	0	0	0	0	0	0	14370	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	50
13722.58cfa82fe4b0c9d6adf6b684	0	0	1	0	4	1	0	7798	0	0	0	2	2216	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	27	0	0	11004
13722.58cfa82fe4b0c9d6adf6b6d4	0	0	0	0	4	0	0	17156	0	0	0	0	37897	13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	116132
13722.58cfa82fe4b0c9d6adf6b7b4	0	0	0	0	0	0	0	22329	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	8
13722.58cfa830e4b0c9d6adf6bc0a	0	0	0	0	0	0	0	15584	0	0	0	2	1473	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3848
13722.58cfa830e4b0c9d6adf6bd32	0	0	0	0	0	1	0	16458	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1
13722.58cfa82ee4b0c9d6adf6ae34	0	0	0	0	0	0	0	2030	0	0	0	0	13329	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	36475
13722.58cfa82fe4b0c9d6adf6b72a	0	0	0	0	2	0	0	10688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
13722.58cfa82fe4b0c9d6adf6b754	0	0	0	0	0	0	0	9146	0	0	0	0	2710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6251
13722.58cfa82fe4b0c9d6adf6b7f6	0	0	0	0	0	0	0	8539	0	0	0	0	6369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16906
13722.58cfa82fe4b0c9d6adf6b8bc	0	0	0	0	0	0	0	4663	0	0	0	0	15280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	42413
13722.58cfa82fe4b0c9d6adf6b714	0	0	0	0	0	0	0	8830	0	0	0	0	12594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35078
13722.58cfa82ee4b0c9d6adf6b034	0	0	0	0	0	0	0	3996	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537
13722.58cfa82fe4b0c9d6adf6b980	0	0	0	0	0	0	0	7392	0	0	0	0	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2326
13722.58cfa82fe4b0c9d6adf6b964	0	2	0	0	0	0	0	5655	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	17	0	0	230
13722.58cfa82fe4b0c9d6adf6ba00	0	0	0	0	0	0	0	13214	0	0	0	0	1741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4122
13722.58cfa82fe4b0c9d6adf6b9c8	0	0	0	0	0	1	0	22912	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	1
13722.58cfa82fe4b0c9d6adf6b9cc	0	0	0	0	0	2	0	7569	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	17
13722.58cfa830e4b0c9d6adf6ba58	0	0	0	0	0	4	0	14917	0	0	1	0	104	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	35	0	0	232
